,iso2,year,column,cases,sex,age
1427,SZ,2008,m4554,193,m,45-54
1428,TJ,2005,m4554,104,m,45-54
1429,TJ,2008,m4554,113,m,45-54
1430,TM,2005,m4554,97,m,45-54
1431,TM,2007,m4554,137,m,45-54
1432,TO,2008,m4554,2,m,45-54
1433,TR,2005,m4554,963,m,45-54
1434,TR,2006,m4554,1045,m,45-54
1435,TR,2007,m4554,978,m,45-54
1436,TR,2008,m4554,947,m,45-54
1437,TT,2008,m4554,34,m,45-54
1438,TV,2008,m4554,1,m,45-54
1439,UA,2007,m4554,5024,m,45-54
1440,UG,2008,m4554,1981,m,45-54
1441,US,2008,m4554,725,m,45-54
1442,UY,2008,m4554,45,m,45-54
1443,UZ,2007,m4554,583,m,45-54
1444,VE,2008,m4554,389,m,45-54
1445,ZA,2008,m4554,12724,m,45-54
1446,AD,2005,m5564,0,m,55-64
1447,AD,2006,m5564,1,m,55-64
1448,AD,2008,m5564,0,m,55-64
1449,AE,2008,m5564,3,m,55-64
1450,AL,2005,m5564,20,m,55-64
1451,AL,2006,m5564,19,m,55-64
1452,AL,2007,m5564,16,m,55-64
1453,AM,2005,m5564,30,m,55-64
1454,AM,2006,m5564,38,m,55-64
1455,AM,2007,m5564,29,m,55-64
1456,AM,2008,m5564,37,m,55-64
1457,AR,2008,m5564,364,m,55-64
1458,AT,2005,m5564,24,m,55-64
1459,AT,2006,m5564,19,m,55-64
1460,AZ,2005,m5564,187,m,55-64
1461,AZ,2006,m5564,78,m,55-64
1462,BA,2005,m5564,44,m,55-64
1463,BA,2006,m5564,42,m,55-64
1464,BA,2007,m5564,0,m,55-64
1465,BA,2008,m5564,49,m,55-64
1466,BB,2008,m5564,0,m,55-64
1467,BE,2005,m5564,15,m,55-64
1468,BE,2006,m5564,27,m,55-64
1469,BE,2008,m5564,24,m,55-64
1470,BG,2005,m5564,150,m,55-64
1471,BG,2008,m5564,127,m,55-64
1472,BH,2008,m5564,2,m,55-64
1473,BN,2008,m5564,6,m,55-64
1474,BR,2008,m5564,2650,m,55-64
1475,BS,2008,m5564,2,m,55-64
1476,BW,2008,m5564,113,m,55-64
1477,BZ,2008,m5564,5,m,55-64
1478,CA,2008,m5564,38,m,55-64
1479,CH,2005,m5564,2,m,55-64
1480,CH,2006,m5564,7,m,55-64
1481,CH,2007,m5564,5,m,55-64
1482,CH,2008,m5564,3,m,55-64
1483,CM,2008,m5564,526,m,55-64
1484,CY,2005,m5564,0,m,55-64
1485,CY,2006,m5564,1,m,55-64
1486,CY,2007,m5564,0,m,55-64
1487,CY,2008,m5564,0,m,55-64
1488,CZ,2005,m5564,45,m,55-64
1489,CZ,2006,m5564,38,m,55-64
1490,CZ,2007,m5564,39,m,55-64
1491,CZ,2008,m5564,36,m,55-64
1492,DE,2005,m5564,92,m,55-64
1493,DE,2006,m5564,103,m,55-64
1494,DE,2007,m5564,184,m,55-64
1495,DE,2008,m5564,96,m,55-64
1496,DK,2005,m5564,9,m,55-64
1497,DK,2006,m5564,10,m,55-64
1498,DK,2007,m5564,16,m,55-64
1499,DK,2008,m5564,10,m,55-64
1500,DM,2008,m5564,0,m,55-64
1501,DO,2008,m5564,122,m,55-64
1502,EE,2005,m5564,12,m,55-64
1503,EE,2006,m5564,12,m,55-64
1504,EE,2007,m5564,21,m,55-64
1505,EE,2008,m5564,12,m,55-64
1506,EG,2008,m5564,431,m,55-64
1507,ES,2005,m5564,140,m,55-64
1508,ES,2006,m5564,105,m,55-64
1509,ES,2007,m5564,128,m,55-64
1510,ES,2008,m5564,157,m,55-64
1511,FI,2005,m5564,11,m,55-64
1512,FI,2006,m5564,6,m,55-64
1513,FI,2007,m5564,7,m,55-64
1514,FI,2008,m5564,11,m,55-64
1515,FM,2008,m5564,1,m,55-64
1516,FR,2005,m5564,134,m,55-64
1517,FR,2006,m5564,153,m,55-64
1518,FR,2007,m5564,156,m,55-64
1519,FR,2008,m5564,110,m,55-64
1520,GB,2005,m5564,95,m,55-64
1521,GB,2006,m5564,88,m,55-64
1522,GB,2007,m5564,97,m,55-64
1523,GB,2008,m5564,61,m,55-64
1524,GE,2006,m5564,86,m,55-64
1525,GE,2007,m5564,96,m,55-64
1526,GE,2008,m5564,427,m,55-64
1527,GM,2008,m5564,87,m,55-64
1528,GR,2005,m5564,12,m,55-64
1529,GR,2006,m5564,22,m,55-64
1530,GR,2007,m5564,15,m,55-64
1531,GR,2008,m5564,6,m,55-64
1532,GT,2008,m5564,124,m,55-64
1533,GU,2008,m5564,3,m,55-64
1534,GY,2008,m5564,22,m,55-64
1535,HK,2008,m5564,208,m,55-64
1536,HN,2008,m5564,103,m,55-64
1537,HR,2005,m5564,47,m,55-64
1538,HR,2006,m5564,30,m,55-64
1539,HR,2008,m5564,32,m,55-64
1540,HT,2008,m5564,242,m,55-64
1541,HU,2005,m5564,67,m,55-64
1542,HU,2006,m5564,54,m,55-64
1543,HU,2007,m5564,50,m,55-64
1544,HU,2008,m5564,72,m,55-64
1545,ID,2008,m5564,14907,m,55-64
1546,IE,2005,m5564,7,m,55-64
1547,IE,2006,m5564,16,m,55-64
1548,IE,2007,m5564,26,m,55-64
1549,IE,2008,m5564,10,m,55-64
1550,IL,2005,m5564,5,m,55-64
1551,IL,2006,m5564,6,m,55-64
1552,IL,2007,m5564,10,m,55-64
1553,IL,2008,m5564,15,m,55-64
1554,IQ,2008,m5564,224,m,55-64
1555,IR,2008,m5564,267,m,55-64
1556,IS,2005,m5564,0,m,55-64
1557,IS,2006,m5564,0,m,55-64
1558,IS,2007,m5564,0,m,55-64
1559,IS,2008,m5564,0,m,55-64
1560,IT,2005,m5564,61,m,55-64
1561,IT,2006,m5564,75,m,55-64
1562,IT,2007,m5564,48,m,55-64
1563,IT,2008,m5564,42,m,55-64
1564,JM,2008,m5564,11,m,55-64
1565,JO,2008,m5564,13,m,55-64
1566,JP,2008,m5564,1063,m,55-64
1567,KE,2008,m5564,1025,m,55-64
1568,KG,2005,m5564,66,m,55-64
1569,KI,2008,m5564,2,m,55-64
1570,KM,2008,m5564,5,m,55-64
1571,KN,2008,m5564,0,m,55-64
1572,KP,2008,m5564,2704,m,55-64
1573,KR,2008,m5564,958,m,55-64
1574,KW,2008,m5564,11,m,55-64
1575,KZ,2005,m5564,274,m,55-64
1576,KZ,2007,m5564,279,m,55-64
1577,KZ,2008,m5564,306,m,55-64
1578,LB,2008,m5564,14,m,55-64
1579,LC,2008,m5564,2,m,55-64
1580,LR,2008,m5564,169,m,55-64
1581,LS,2008,m5564,242,m,55-64
1582,LT,2005,m5564,108,m,55-64
1583,LT,2006,m5564,107,m,55-64
1584,LT,2007,m5564,109,m,55-64
1585,LT,2008,m5564,104,m,55-64
1586,LU,2005,m5564,1,m,55-64
1587,LU,2006,m5564,2,m,55-64
1588,LU,2007,m5564,0,m,55-64
1589,LU,2008,m5564,0,m,55-64
1590,LV,2005,m5564,55,m,55-64
1591,LV,2006,m5564,51,m,55-64
1592,LV,2008,m5564,47,m,55-64
1593,LY,2008,m5564,24,m,55-64
1594,MA,2008,m5564,633,m,55-64
1595,MD,2005,m5564,106,m,55-64
1596,MD,2007,m5564,107,m,55-64
1597,MD,2008,m5564,105,m,55-64
1598,ME,2005,m5564,4,m,55-64
1599,ME,2007,m5564,1,m,55-64
1600,ME,2008,m5564,5,m,55-64
1601,MG,2008,m5564,836,m,55-64
1602,MH,2008,m5564,0,m,55-64
1603,MK,2005,m5564,18,m,55-64
1604,MK,2006,m5564,18,m,55-64
1605,MK,2007,m5564,21,m,55-64
1606,MK,2008,m5564,15,m,55-64
1607,ML,2008,m5564,314,m,55-64
1608,MO,2008,m5564,19,m,55-64
1609,MP,2008,m5564,0,m,55-64
1610,MT,2005,m5564,1,m,55-64
1611,MT,2006,m5564,0,m,55-64
1612,MT,2007,m5564,1,m,55-64
1613,MT,2008,m5564,0,m,55-64
1614,MU,2008,m5564,7,m,55-64
1615,MX,2008,m5564,1004,m,55-64
1616,MY,2008,m5564,1599,m,55-64
1617,NC,2008,m5564,1,m,55-64
1618,NL,2005,m5564,14,m,55-64
1619,NL,2006,m5564,17,m,55-64
1620,NL,2007,m5564,15,m,55-64
1621,NL,2008,m5564,18,m,55-64
1622,NO,2005,m5564,4,m,55-64
1623,NO,2006,m5564,3,m,55-64
1624,NO,2008,m5564,4,m,55-64
1625,NR,2008,m5564,0,m,55-64
1626,NZ,2008,m5564,10,m,55-64
1627,OM,2008,m5564,14,m,55-64
1628,PE,2008,m5564,608,m,55-64
1629,PF,2008,m5564,2,m,55-64
1630,PL,2005,m5564,292,m,55-64
1631,PL,2006,m5564,357,m,55-64
1632,PL,2007,m5564,344,m,55-64
1633,PL,2008,m5564,355,m,55-64
1634,PR,2008,m5564,11,m,55-64
1635,PS,2008,m5564,2,m,55-64
1636,PT,2005,m5564,90,m,55-64
1637,PT,2006,m5564,94,m,55-64
1638,PT,2007,m5564,82,m,55-64
1639,PT,2008,m5564,80,m,55-64
1640,PY,2008,m5564,91,m,55-64
1641,QA,2008,m5564,10,m,55-64
1642,RO,2005,m5564,952,m,55-64
1643,RO,2006,m5564,847,m,55-64
1644,RO,2008,m5564,977,m,55-64
1645,RS,2005,m5564,112,m,55-64
1646,RS,2006,m5564,83,m,55-64
1647,RS,2007,m5564,94,m,55-64
1648,RS,2008,m5564,112,m,55-64
1649,RU,2008,m5564,2687,m,55-64
1650,SB,2008,m5564,11,m,55-64
1651,SC,2008,m5564,0,m,55-64
1652,SD,2008,m5564,610,m,55-64
1653,SE,2005,m5564,5,m,55-64
1654,SE,2006,m5564,3,m,55-64
1655,SE,2007,m5564,3,m,55-64
1656,SE,2008,m5564,7,m,55-64
1657,SG,2008,m5564,94,m,55-64
1658,SI,2005,m5564,11,m,55-64
1659,SI,2006,m5564,7,m,55-64
1660,SI,2007,m5564,12,m,55-64
1661,SI,2008,m5564,12,m,55-64
1662,SK,2005,m5564,25,m,55-64
1663,SK,2006,m5564,29,m,55-64
1664,SK,2007,m5564,15,m,55-64
1665,SK,2008,m5564,10,m,55-64
1666,SN,2008,m5564,351,m,55-64
1667,SV,2008,m5564,79,m,55-64
1668,SZ,2008,m5564,80,m,55-64
1669,TJ,2005,m5564,54,m,55-64
1670,TJ,2008,m5564,52,m,55-64
1671,TM,2005,m5564,51,m,55-64
1672,TM,2007,m5564,56,m,55-64
1673,TO,2008,m5564,1,m,55-64
1674,TR,2005,m5564,534,m,55-64
1675,TR,2006,m5564,575,m,55-64
1676,TR,2007,m5564,571,m,55-64
1677,TR,2008,m5564,607,m,55-64
1678,TT,2008,m5564,29,m,55-64
1679,TV,2008,m5564,0,m,55-64
1680,UA,2007,m5564,2130,m,55-64
1681,UG,2008,m5564,875,m,55-64
1682,US,2008,m5564,526,m,55-64
1683,UY,2008,m5564,28,m,55-64
1684,UZ,2007,m5564,282,m,55-64
1685,VE,2008,m5564,271,m,55-64
1686,ZA,2008,m5564,5169,m,55-64
1687,AD,2005,m65,0,m,65+
1688,AD,2006,m65,1,m,65+
1689,AD,2008,m65,0,m,65+
1690,AE,2008,m65,6,m,65+
1691,AL,2005,m65,37,m,65+
1692,AL,2006,m65,20,m,65+
1693,AL,2007,m65,19,m,65+
1694,AM,2005,m65,24,m,65+
1695,AM,2006,m65,17,m,65+
1696,AM,2007,m65,20,m,65+
1697,AM,2008,m65,15,m,65+
1698,AR,2008,m65,295,m,65+
1699,AT,2005,m65,30,m,65+
1700,AT,2006,m65,19,m,65+
1701,AZ,2005,m65,88,m,65+
1702,AZ,2006,m65,30,m,65+
1703,BA,2005,m65,80,m,65+
1704,BA,2006,m65,66,m,65+
1705,BA,2007,m65,0,m,65+
1706,BA,2008,m65,79,m,65+
1707,BB,2008,m65,0,m,65+
1708,BE,2005,m65,47,m,65+
1709,BE,2006,m65,42,m,65+
1710,BE,2008,m65,41,m,65+
1711,BG,2005,m65,136,m,65+
1712,BG,2008,m65,68,m,65+
1713,BH,2008,m65,3,m,65+
1714,BN,2008,m65,23,m,65+
1715,BR,2008,m65,1905,m,65+
1716,BS,2008,m65,0,m,65+
1717,BW,2008,m65,85,m,65+
1718,BZ,2008,m65,8,m,65+
1719,CA,2008,m65,62,m,65+
1720,CH,2005,m65,7,m,65+
1721,CH,2006,m65,12,m,65+
1722,CH,2007,m65,11,m,65+
1723,CH,2008,m65,4,m,65+
1724,CM,2008,m65,281,m,65+
1725,CY,2005,m65,1,m,65+
1726,CY,2006,m65,0,m,65+
1727,CY,2007,m65,0,m,65+
1728,CY,2008,m65,0,m,65+
1729,CZ,2005,m65,46,m,65+
1730,CZ,2006,m65,25,m,65+
1731,CZ,2007,m65,29,m,65+
1732,CZ,2008,m65,32,m,65+
1733,DE,2005,m65,167,m,65+
1734,DE,2006,m65,199,m,65+
1735,DE,2007,m65,362,m,65+
1736,DE,2008,m65,148,m,65+
1737,DK,2005,m65,7,m,65+
1738,DK,2006,m65,8,m,65+
1739,DK,2007,m65,6,m,65+
1740,DK,2008,m65,8,m,65+
1741,DM,2008,m65,0,m,65+
1742,DO,2008,m65,105,m,65+
1743,EE,2005,m65,7,m,65+
1744,EE,2006,m65,7,m,65+
1745,EE,2007,m65,12,m,65+
1746,EE,2008,m65,13,m,65+
1747,EG,2008,m65,242,m,65+
1748,ES,2005,m65,230,m,65+
1749,ES,2006,m65,175,m,65+
1750,ES,2007,m65,191,m,65+
1751,ES,2008,m65,200,m,65+
1752,FI,2005,m65,25,m,65+
1753,FI,2006,m65,20,m,65+
1754,FI,2007,m65,24,m,65+
1755,FI,2008,m65,35,m,65+
1756,FM,2008,m65,0,m,65+
1757,FR,2005,m65,205,m,65+
1758,FR,2006,m65,278,m,65+
1759,FR,2007,m65,273,m,65+
1760,FR,2008,m65,175,m,65+
1761,GB,2005,m65,124,m,65+
1762,GB,2006,m65,191,m,65+
1763,GB,2007,m65,202,m,65+
1764,GB,2008,m65,99,m,65+
1765,GE,2006,m65,72,m,65+
1766,GE,2007,m65,75,m,65+
1767,GE,2008,m65,347,m,65+
1768,GM,2008,m65,34,m,65+
1769,GR,2005,m65,23,m,65+
1770,GR,2006,m65,27,m,65+
1771,GR,2007,m65,54,m,65+
1772,GR,2008,m65,9,m,65+
1773,GT,2008,m65,167,m,65+
1774,GU,2008,m65,4,m,65+
1775,GY,2008,m65,11,m,65+
1776,HK,2008,m65,414,m,65+
1777,HN,2008,m65,174,m,65+
1778,HR,2005,m65,34,m,65+
1779,HR,2006,m65,48,m,65+
1780,HR,2008,m65,47,m,65+
1781,HT,2008,m65,175,m,65+
1782,HU,2005,m65,39,m,65+
1783,HU,2006,m65,33,m,65+
1784,HU,2007,m65,35,m,65+
1785,HU,2008,m65,24,m,65+
1786,ID,2008,m65,6831,m,65+
1787,IE,2005,m65,6,m,65+
1788,IE,2006,m65,13,m,65+
1789,IE,2007,m65,26,m,65+
1790,IE,2008,m65,13,m,65+
1791,IL,2005,m65,14,m,65+
1792,IL,2006,m65,10,m,65+
1793,IL,2007,m65,17,m,65+
1794,IL,2008,m65,25,m,65+
1795,IQ,2008,m65,147,m,65+
1796,IR,2008,m65,706,m,65+
1797,IS,2005,m65,1,m,65+
1798,IS,2006,m65,1,m,65+
1799,IS,2007,m65,0,m,65+
1800,IS,2008,m65,0,m,65+
1801,IT,2005,m65,115,m,65+
1802,IT,2006,m65,152,m,65+
1803,IT,2007,m65,106,m,65+
1804,IT,2008,m65,104,m,65+
1805,JM,2008,m65,5,m,65+
1806,JO,2008,m65,5,m,65+
1807,JP,2008,m65,3482,m,65+
1808,KE,2008,m65,583,m,65+
1809,KG,2005,m65,84,m,65+
1810,KI,2008,m65,5,m,65+
1811,KM,2008,m65,5,m,65+
1812,KN,2008,m65,0,m,65+
1813,KP,2008,m65,948,m,65+
1814,KR,2008,m65,1848,m,65+
1815,KW,2008,m65,9,m,65+
1816,KZ,2005,m65,175,m,65+
1817,KZ,2007,m65,150,m,65+
1818,KZ,2008,m65,160,m,65+
1819,LB,2008,m65,6,m,65+
1820,LC,2008,m65,1,m,65+
1821,LR,2008,m65,98,m,65+
1822,LS,2008,m65,138,m,65+
1823,LT,2005,m65,67,m,65+
1824,LT,2006,m65,74,m,65+
1825,LT,2007,m65,76,m,65+
1826,LT,2008,m65,71,m,65+
1827,LU,2005,m65,2,m,65+
1828,LU,2006,m65,3,m,65+
1829,LU,2007,m65,0,m,65+
1830,LU,2008,m65,0,m,65+
1831,LV,2005,m65,34,m,65+
1832,LV,2006,m65,26,m,65+
1833,LV,2008,m65,27,m,65+
1834,LY,2008,m65,19,m,65+
1835,MA,2008,m65,589,m,65+
1836,MD,2005,m65,31,m,65+
1837,MD,2007,m65,35,m,65+
1838,MD,2008,m65,32,m,65+
1839,ME,2005,m65,8,m,65+
1840,ME,2007,m65,3,m,65+
1841,ME,2008,m65,1,m,65+
1842,MG,2008,m65,465,m,65+
1843,MH,2008,m65,0,m,65+
1844,MK,2005,m65,13,m,65+
1845,MK,2006,m65,7,m,65+
1846,MK,2007,m65,19,m,65+
1847,MK,2008,m65,15,m,65+
1848,ML,2008,m65,250,m,65+
1849,MO,2008,m65,13,m,65+
1850,MP,2008,m65,3,m,65+
1851,MT,2005,m65,0,m,65+
1852,MT,2006,m65,1,m,65+
1853,MT,2007,m65,3,m,65+
1854,MT,2008,m65,0,m,65+
1855,MU,2008,m65,8,m,65+
1856,MX,2008,m65,1213,m,65+
1857,MY,2008,m65,1543,m,65+
1858,NC,2008,m65,2,m,65+
1859,NL,2005,m65,19,m,65+
1860,NL,2006,m65,19,m,65+
1861,NL,2007,m65,15,m,65+
1862,NL,2008,m65,19,m,65+
1863,NO,2005,m65,3,m,65+
1864,NO,2006,m65,1,m,65+
1865,NO,2008,m65,3,m,65+
1866,NR,2008,m65,0,m,65+
1867,NZ,2008,m65,18,m,65+
1868,OM,2008,m65,10,m,65+
1869,PE,2008,m65,921,m,65+
1870,PF,2008,m65,2,m,65+
1871,PL,2005,m65,310,m,65+
1872,PL,2006,m65,285,m,65+
1873,PL,2007,m65,285,m,65+
1874,PL,2008,m65,239,m,65+
1875,PR,2008,m65,6,m,65+
1876,PS,2008,m65,2,m,65+
1877,PT,2005,m65,93,m,65+
1878,PT,2006,m65,108,m,65+
1879,PT,2007,m65,112,m,65+
1880,PT,2008,m65,84,m,65+
1881,PY,2008,m65,90,m,65+
1882,QA,2008,m65,2,m,65+
1883,RO,2005,m65,638,m,65+
1884,RO,2006,m65,580,m,65+
1885,RO,2008,m65,625,m,65+
1886,RS,2005,m65,132,m,65+
1887,RS,2006,m65,144,m,65+
1888,RS,2007,m65,106,m,65+
1889,RS,2008,m65,107,m,65+
1890,RU,2008,m65,1147,m,65+
1891,SB,2008,m65,7,m,65+
1892,SC,2008,m65,2,m,65+
1893,SD,2008,m65,534,m,65+
1894,SE,2005,m65,16,m,65+
1895,SE,2006,m65,16,m,65+
1896,SE,2007,m65,9,m,65+
1897,SE,2008,m65,6,m,65+
1898,SG,2008,m65,127,m,65+
1899,SI,2005,m65,14,m,65+
1900,SI,2006,m65,6,m,65+
1901,SI,2007,m65,9,m,65+
1902,SI,2008,m65,3,m,65+
1903,SK,2005,m65,20,m,65+
1904,SK,2006,m65,17,m,65+
1905,SK,2007,m65,23,m,65+
1906,SK,2008,m65,11,m,65+
1907,SN,2008,m65,228,m,65+
1908,SV,2008,m65,89,m,65+
1909,SZ,2008,m65,35,m,65+
1910,TJ,2005,m65,48,m,65+
1911,TJ,2008,m65,64,m,65+
1912,TM,2005,m65,13,m,65+
1913,TM,2007,m65,23,m,65+
1914,TO,2008,m65,1,m,65+
1915,TR,2005,m65,429,m,65+
1916,TR,2006,m65,473,m,65+
1917,TR,2007,m65,512,m,65+
1918,TR,2008,m65,453,m,65+
1919,TT,2008,m65,14,m,65+
1920,TV,2008,m65,0,m,65+
1921,UA,2007,m65,1090,m,65+
1922,UG,2008,m65,565,m,65+
1923,US,2008,m65,561,m,65+
1924,UY,2008,m65,34,m,65+
1925,UZ,2007,m65,380,m,65+
1926,VE,2008,m65,285,m,65+
1927,ZA,2008,m65,2246,m,65+
1928,AD,2005,fu,0,f,
1929,AD,2006,fu,0,f,
1930,AD,2008,fu,0,f,
1931,AE,2008,fu,0,f,
1932,AL,2005,fu,0,f,
1933,AL,2006,fu,0,f,
1934,AL,2007,fu,0,f,
1935,AM,2005,fu,0,f,
1936,AM,2006,fu,0,f,
1937,AM,2007,fu,0,f,
1938,AM,2008,fu,0,f,
1939,AR,2008,fu,30,f,
1940,AT,2005,fu,0,f,
1941,AT,2006,fu,0,f,
1942,AZ,2005,fu,0,f,
1943,AZ,2006,fu,0,f,
1944,BA,2005,fu,1,f,
1945,BA,2006,fu,2,f,
1946,BA,2007,fu,0,f,
1947,BA,2008,fu,0,f,
1948,BB,2008,fu,0,f,
1949,BE,2005,fu,0,f,
1950,BE,2006,fu,0,f,
1951,BE,2008,fu,0,f,
1952,BG,2005,fu,0,f,
1953,BG,2008,fu,0,f,
1954,BH,2008,fu,0,f,
1955,BN,2008,fu,0,f,
1956,BR,2008,fu,0,f,
1957,BS,2008,fu,0,f,
1958,BW,2008,fu,0,f,
1959,BZ,2008,fu,0,f,
1960,CA,2008,fu,0,f,
1961,CH,2005,fu,0,f,
1962,CH,2006,fu,0,f,
1963,CH,2007,fu,0,f,
1964,CH,2008,fu,0,f,
1965,CM,2008,fu,0,f,
1966,CY,2005,fu,0,f,
1967,CY,2006,fu,0,f,
1968,CY,2007,fu,0,f,
1969,CY,2008,fu,0,f,
1970,CZ,2005,fu,0,f,
1971,CZ,2006,fu,0,f,
1972,CZ,2007,fu,0,f,
1973,CZ,2008,fu,0,f,
1974,DE,2005,fu,0,f,
1975,DE,2006,fu,0,f,
1976,DE,2007,fu,0,f,
1977,DE,2008,fu,0,f,
1978,DK,2005,fu,0,f,
1979,DK,2006,fu,0,f,
1980,DK,2007,fu,0,f,
1981,DK,2008,fu,0,f,
1982,DM,2008,fu,0,f,
1983,DO,2008,fu,0,f,
1984,EE,2005,fu,0,f,
1985,EE,2006,fu,0,f,
1986,EE,2007,fu,0,f,
1987,EE,2008,fu,0,f,
1988,EG,2008,fu,8,f,
1989,ES,2005,fu,2,f,
1990,ES,2006,fu,2,f,
1991,ES,2007,fu,2,f,
1992,ES,2008,fu,0,f,
1993,FI,2005,fu,0,f,
1994,FI,2006,fu,0,f,
1995,FI,2007,fu,0,f,
1996,FI,2008,fu,0,f,
1997,FM,2008,fu,0,f,
1998,FR,2005,fu,0,f,
1999,FR,2006,fu,0,f,
2000,FR,2007,fu,0,f,
2001,FR,2008,fu,1,f,
2002,GB,2005,fu,0,f,
2003,GB,2006,fu,0,f,
2004,GB,2007,fu,1,f,
2005,GB,2008,fu,0,f,
2006,GE,2006,fu,0,f,
2007,GE,2007,fu,1,f,
2008,GE,2008,fu,0,f,
2009,GM,2008,fu,0,f,
2010,GR,2005,fu,5,f,
2011,GR,2006,fu,3,f,
2012,GR,2007,fu,1,f,
2013,GR,2008,fu,0,f,
2014,GT,2008,fu,0,f,
2015,GU,2008,fu,0,f,
2016,GY,2008,fu,0,f,
2017,HK,2008,fu,0,f,
2018,HN,2008,fu,0,f,
2019,HR,2005,fu,0,f,
2020,HR,2006,fu,0,f,
2021,HR,2008,fu,0,f,
2022,HT,2008,fu,0,f,
2023,HU,2005,fu,0,f,
2024,HU,2006,fu,0,f,
2025,HU,2007,fu,0,f,
2026,HU,2008,fu,0,f,
2027,ID,2008,fu,0,f,
2028,IE,2005,fu,0,f,
2029,IE,2006,fu,1,f,
2030,IE,2007,fu,0,f,
2031,IE,2008,fu,0,f,
2032,IL,2005,fu,0,f,
2033,IL,2006,fu,0,f,
2034,IL,2007,fu,0,f,
2035,IL,2008,fu,0,f,
2036,IQ,2008,fu,0,f,
2037,IR,2008,fu,0,f,
2038,IS,2005,fu,0,f,
2039,IS,2006,fu,0,f,
2040,IS,2007,fu,0,f,
2041,IS,2008,fu,0,f,
2042,IT,2005,fu,24,f,
2043,IT,2006,fu,19,f,
2044,IT,2007,fu,11,f,
2045,IT,2008,fu,5,f,
2046,JM,2008,fu,2,f,
2047,JO,2008,fu,0,f,
2048,JP,2008,fu,0,f,
2049,KE,2008,fu,0,f,
2050,KG,2005,fu,0,f,
2051,KI,2008,fu,0,f,
2052,KM,2008,fu,0,f,
2053,KN,2008,fu,0,f,
2054,KP,2008,fu,0,f,
2055,KR,2008,fu,0,f,
2056,KW,2008,fu,0,f,
2057,KZ,2005,fu,0,f,
2058,KZ,2007,fu,0,f,
2059,KZ,2008,fu,0,f,
2060,LB,2008,fu,0,f,
2061,LC,2008,fu,0,f,
2062,LR,2008,fu,0,f,
2063,LS,2008,fu,0,f,
2064,LT,2005,fu,0,f,
2065,LT,2006,fu,0,f,
2066,LT,2007,fu,0,f,
2067,LT,2008,fu,0,f,
2068,LU,2005,fu,0,f,
2069,LU,2006,fu,0,f,
2070,LU,2007,fu,0,f,
2071,LU,2008,fu,0,f,
2072,LV,2005,fu,0,f,
2073,LV,2006,fu,0,f,
2074,LV,2008,fu,0,f,
2075,LY,2008,fu,0,f,
2076,MA,2008,fu,0,f,
2077,MD,2005,fu,0,f,
2078,MD,2007,fu,0,f,
2079,MD,2008,fu,0,f,
2080,ME,2005,fu,0,f,
2081,ME,2007,fu,1,f,
2082,ME,2008,fu,0,f,
2083,MG,2008,fu,0,f,
2084,MH,2008,fu,0,f,
2085,MK,2005,fu,1,f,
2086,MK,2006,fu,0,f,
2087,MK,2007,fu,0,f,
2088,MK,2008,fu,0,f,
2089,ML,2008,fu,0,f,
2090,MO,2008,fu,0,f,
2091,MP,2008,fu,0,f,
2092,MT,2005,fu,0,f,
2093,MT,2006,fu,0,f,
2094,MT,2007,fu,0,f,
2095,MT,2008,fu,0,f,
2096,MU,2008,fu,0,f,
2097,MX,2008,fu,0,f,
2098,MY,2008,fu,2,f,
2099,NC,2008,fu,0,f,
2100,NL,2005,fu,0,f,
2101,NL,2006,fu,0,f,
2102,NL,2007,fu,0,f,
2103,NL,2008,fu,0,f,
2104,NO,2005,fu,0,f,
2105,NO,2006,fu,0,f,
2106,NO,2008,fu,0,f,
2107,NR,2008,fu,0,f,
2108,NZ,2008,fu,0,f,
2109,OM,2008,fu,0,f,
2110,PE,2008,fu,0,f,
2111,PF,2008,fu,2,f,
2112,PL,2005,fu,0,f,
2113,PL,2006,fu,0,f,
2114,PL,2007,fu,0,f,
2115,PL,2008,fu,0,f,
2116,PR,2008,fu,0,f,
2117,PS,2008,fu,0,f,
2118,PT,2005,fu,5,f,
2119,PT,2006,fu,2,f,
2120,PT,2007,fu,0,f,
2121,PT,2008,fu,0,f,
2122,PY,2008,fu,4,f,
2123,QA,2008,fu,0,f,
2124,RO,2005,fu,4,f,
2125,RO,2006,fu,0,f,
2126,RO,2008,fu,0,f,
2127,RS,2005,fu,0,f,
2128,RS,2006,fu,1,f,
2129,RS,2007,fu,0,f,
2130,RS,2008,fu,0,f,
2131,RU,2008,fu,0,f,
2132,SB,2008,fu,0,f,
2133,SC,2008,fu,0,f,
2134,SD,2008,fu,0,f,
2135,SE,2005,fu,0,f,
2136,SE,2006,fu,0,f,
2137,SE,2007,fu,0,f,
2138,SE,2008,fu,0,f,
2139,SG,2008,fu,0,f,
2140,SI,2005,fu,0,f,
2141,SI,2006,fu,0,f,
2142,SI,2007,fu,0,f,
2143,SI,2008,fu,0,f,
2144,SK,2005,fu,0,f,
2145,SK,2006,fu,0,f,
2146,SK,2007,fu,0,f,
2147,SK,2008,fu,0,f,
2148,SN,2008,fu,0,f,
2149,SV,2008,fu,0,f,
2150,SZ,2008,fu,0,f,
2151,TJ,2005,fu,0,f,
2152,TJ,2008,fu,0,f,
2153,TM,2005,fu,0,f,
2154,TM,2007,fu,0,f,
